category,app_count,developer_count,review_count,reviews_per_app,avg_rating,one_star_rate_pct,reply_rate_pct,monthly_plan_count,median_monthly_price,free_entry_share_pct,top_app_review_share_pct,demand_score,competition_score,customer_gap_score,service_gap_final_score,monetization_final_score,pricing_pressure_final_score,concentration_final_score,opportunity_score
Badges and icons,187,164,32991,176.42,3.36,1.2,17.91,184,6.5,26.07,30.2,12.73247638094983,89.81035766885252,27.216668485270706,86.66850676235164,1.04853829595167,71.89542483660131,56.622463652340635,41.83855017113712
ALT text,117,107,44157,377.41,3.91,1.87,28.36,222,19.99,27.27,20.45,23.887031783270174,94.54217602885095,19.22544255029839,72.24675683135523,10.415943337268246,69.77565801095213,72.20003195398627,44.61113334362009
Custom CSS,537,399,160628,299.12,4.12,1.8,30.19,962,19.0,24.49,6.2,38.122467584132316,68.13224843621376,14.975504802513592,69.72122550372619,9.728491077008542,74.6864511570394,94.96724716408372,43.0662486717586
Storefronts - Other,172,159,7908,45.98,3.01,3.05,24.34,212,15.0,25.09,23.0,2.7503355986553366,90.5384912612769,40.67713623022968,77.79464532155671,6.950906187070342,73.62656774421481,68.12589870586356,42.840433180685295
Email domains,72,65,46330,643.47,3.56,2.83,10.31,124,29.9,30.98,21.5,36.71392888175733,97.79630739249495,29.411443775757732,97.15705216671267,17.29740990209013,63.22204557498675,70.52244767534751,53.617573818591374
Product views,68,67,45484,668.88,4.4,1.31,32.58,130,25.49,25.84,21.03,37.776941264004385,97.85841084598457,7.849514712506677,66.4228539884074,14.23512256093327,72.30171347818407,71.27336635245247,46.542128202211906
Upsell bundles,103,99,45543,442.17,4.26,1.52,33.04,171,25.0,22.27,19.77,27.140953263055373,95.3538328862706,11.283738602248917,65.78802097709081,13.894868411915839,78.60801978449038,73.28646748681899,44.37050933652967
Limited time offers,103,99,34688,336.78,4.29,2.14,23.69,223,23.99,21.75,16.66,20.523078025633524,95.3538328862706,12.99448543298164,78.69169196798234,13.193528227206444,79.52658540893835,78.25531235021569,44.53772648909573
Wholesale pricing,91,88,17732,194.86,4.05,2.44,28.53,161,19.99,22.97,13.18,11.25171086097057,96.21367731963959,18.6609758349491,72.01214463152084,10.415943337268246,77.37148913619502,83.81530595941844,42.61080406468338
Percentage discounts,353,309,77990,220.93,3.87,2.0,31.54,602,24.0,22.38,11.54,21.742598776403796,78.19978384190219,20.464191686461472,67.85812862268838,13.20047218943129,78.41370782547253,86.43553283272088,42.17679052336689
404 pages,84,82,56192,668.95,4.15,1.33,37.48,143,19.0,28.22,17.71,39.42695907090401,96.69874505104355,12.675949940825419,59.660502346122,9.728491077008542,68.09750927397985,76.57772807157693,46.39076452954112
Report scheduling,73,71,6550,89.73,3.8,0.87,24.09,145,50.0,18.33,25.59,4.595756069203138,97.5232537953666,17.63752143854378,78.13966326248965,31.254773974029582,85.5679208620385,63.987857485221284,44.161065403799256
Contact pages,60,58,30880,514.67,3.87,1.0,42.15,106,19.95,28.0,32.23,28.29020552079981,98.49767322047566,16.785015821855144,53.21556720949489,10.388167488368863,68.48613319201554,53.37913404697237,43.10213439482033
Search and filters,86,86,12632,146.88,2.86,3.04,26.34,179,39.0,17.35,15.47,8.214528472100326,96.4695950675634,43.49205549819958,75.03450179409329,23.616415526699537,87.29906376965201,80.15657453267295,49.46465665470819
Banner position,98,87,34446,351.49,3.28,0.82,16.78,124,9.99,29.61,28.43,21.176563153321453,96.0059471476651,27.33949420424882,88.22798785536848,3.4719811124227484,65.64211270093622,59.450391436331685,45.561450217976805
Custom fonts,193,178,124121,643.11,4.24,1.55,18.62,319,29.0,27.15,8.03,48.660122975521034,89.04366841571795,11.77434201506923,85.68865581010212,16.672453301854038,69.98763469351705,92.0434574213133,51.49992101206753
Sales and refunds,63,53,11408,181.08,4.37,2.95,16.64,150,39.0,16.2,24.15,9.632140393604592,98.58976441007319,14.453705335784257,88.42119790229091,23.616415526699537,89.3305069775658,66.28854449592586,45.18226374048125
Checkout - Other,114,99,2685,23.55,2.71,2.2,23.24,138,10.0,23.24,35.12,0.8939258628137131,94.9651403067653,43.253258798546234,79.3127242616616,3.4789250746475937,76.89454160042396,48.7617830324333,42.6030887057719
Custom workflows,72,68,3132,43.5,3.78,2.71,31.23,141,25.0,23.66,10.47,1.899410666534524,97.67744843845375,24.787433166301554,68.2859508694452,13.894868411915839,76.15262321144674,88.14507109761942,42.095539051769904
Templates,594,513,233255,392.69,3.91,1.78,23.72,1051,29.0,25.64,4.27,53.68495428537599,61.601473907029614,18.89431672248382,78.65028981507038,16.672453301854038,72.65500794912559,98.05080683815306,48.421584413395756
ROAS,117,113,13720,117.26,3.77,1.68,43.94,236,79.0,17.01,19.94,6.991053519121191,94.30445812076854,21.1879960941981,50.74523875241512,51.392264426081525,87.89966437025261,73.0148586036108,45.67534391062053
Product feed,68,57,31171,458.4,4.31,5.67,22.26,126,49.0,23.35,31.55,25.69282562868773,98.25460735945524,25.601748098159863,80.66519459011869,30.560377751545033,76.70022964140611,54.465569579805084,50.40334358149914
Tiered pricing,220,206,66789,303.59,4.27,2.14,33.33,401,29.0,22.01,13.48,23.901313112321816,86.98025457375975,13.37471356986378,65.38780016560861,16.672453301854038,79.06730259671436,83.33599616552165,43.20613485675593
Label creation,209,191,11791,56.42,3.27,5.74,19.2,221,29.0,37.11,7.9,3.8376884775814846,87.96324192347107,45.63115352655302,84.88821418713773,16.672453301854038,52.393570040628866,92.25115833200192,45.90022704202361
Welcome emails,111,98,65658,591.51,3.37,2.34,10.96,185,37.0,29.48,15.17,37.246530206556315,95.11076702525017,31.220814902480853,96.26000552028705,22.227623081730435,65.87175410704822,80.63588432656974,54.86347487315445
Image resizing,54,50,31605,585.28,4.01,2.12,28.48,101,19.99,28.47,28.58,31.71715903691957,99.02664456552782,18.244095832039335,72.08114821970742,10.415943337268246,67.65589118530295,59.2107365393833,46.49727554753863
Rename options,53,29,2848,53.74,4.11,2.98,34.87,113,25.0,10.16,19.0,2.3365500738015546,99.89399293286219,19.507046391190116,63.26248964946177,13.894868411915839,100.0,74.51669595782074,41.600659407885445
Website,62,51,31627,510.11,4.05,5.24,13.47,102,19.99,23.31,31.09,28.190970346893756,98.70433940181326,28.96266825584682,92.79602539332045,10.415943337268246,76.77088853559442,55.20051126378016,50.02170814814647
Lifetime value (LTV),114,112,8264,72.49,3.83,1.4,33.33,246,99.0,17.49,20.28,4.049847668868747,94.4500848392534,19.01714244146194,65.38780016560861,65.28018887577252,87.05175763999294,72.47164083719444,48.01288564514636
Checkout upsell,148,142,30424,205.57,3.89,2.03,44.58,276,29.99,23.76,17.3,13.706434523082857,92.06008187127954,20.19433882551753,49.86199282362682,17.35990556211374,75.97597597597597,77.23278478990254,41.1281159251038
Back in stock,78,77,25496,326.87,4.28,1.32,23.04,170,29.49,21.72,11.87,18.64416588235908,97.1088574420545,10.167675292445512,79.58873861440794,17.012707450871467,79.57957957957959,85.90829205943442,44.90152157851198
Shoppable videos,72,69,25495,354.1,4.11,6.03,16.19,136,79.5,24.73,38.57,19.922583928284915,97.63782878710668,30.728532778239416,89.04223019597019,51.7394625373238,74.26249779190955,43.24972040262023,53.19467160506253
Order tracking,351,333,106018,302.05,3.2,3.35,36.39,447,29.0,31.67,9.26,29.86183933462638,77.31958358766443,38.16872168923134,61.16478056858956,16.672453301854038,62.00317965023847,90.07828726633647,46.78454028700156
Purchase orders,81,74,4399,54.31,3.8,2.96,23.35,141,55.0,19.43,38.1,2.6018348657060377,97.1217093289579,25.326998995571003,79.16091636765111,34.72675508645233,83.6248012718601,44.00063907972519,44.646577298644516
Custom pages,136,123,45051,331.26,3.81,1.51,22.34,198,14.99,30.21,22.11,21.85756415013557,93.23688351542506,19.80207992345076,80.55478884902016,6.943962224845497,64.58222928811165,69.54785109442403,43.87576096306468
Bulk printing,130,119,9153,70.41,3.41,6.3,21.04,153,29.99,34.62,10.17,4.0888972135067405,93.60737625508895,45.029895052557656,82.34888214187137,17.35990556211374,56.792086203850914,88.62438089151621,46.85937596817856
Customer segments,73,66,28186,386.11,3.85,0.78,21.73,136,25.0,24.73,34.74,21.839434148106847,97.72135205210193,16.355825268523876,81.39663262489648,13.894868411915839,74.26249779190955,49.36890877136923,44.68075785359284
Out of stock notifications,55,54,3892,70.76,3.76,1.16,24.92,114,42.5,18.44,53.42,3.2962678193196644,98.83283027109361,19.464938713043868,76.99420369859232,26.04680230539546,85.37360890302067,19.523885604729188,41.33493619271346
Cost per acquisition,61,57,33206,544.36,3.69,5.36,9.34,106,59.5,25.35,29.62,30.04198966655926,98.50195718277679,36.2482758234779,98.49572177753244,37.851538087632804,73.1672849319908,57.54912925387442,56.52366761808218
Thank you page upsell,91,88,32668,358.99,4.51,1.54,60.51,190,29.99,23.6,30.47,21.255292191686657,96.21367731963959,6.604470408514436,27.877449627380628,17.35990556211374,76.25861155272919,56.19108483783353,37.89166821013573
Collection pages,71,61,10716,150.93,3.92,1.71,30.43,84,7.25,30.08,14.36,8.110042039016554,97.99012168692916,18.44666034352032,69.39000828043058,1.5693354628150822,64.81187069422364,81.93002077009108,39.82636263652509
Reward programs,142,141,45793,322.49,3.54,1.53,40.33,246,59.0,22.56,21.6,21.55988148258991,92.31171565690221,25.00874328865163,55.72729781948661,37.504339976390526,78.09574280162516,70.36267774404857,47.475363965449176
Cart page,132,120,38152,289.03,3.96,1.23,16.65,186,19.99,27.55,26.11,18.81371088609852,93.49708522565001,15.920199654745021,88.4073971846536,10.415943337268246,69.28104575163398,63.15705384246685,43.611920896364275
Email requests,122,120,93746,768.41,4.15,1.3,29.84,210,24.95,27.78,10.55,49.87230268158004,93.85044211610938,12.565574664887228,70.20425062103229,13.860148600791614,68.87475711005123,88.01725515258029,50.69532699194788
Swatches,75,72,27919,372.25,4.3,2.83,27.19,124,19.0,25.15,14.1,21.147583747757892,97.41296276592766,15.343002711118952,73.86144079492132,9.728491077008542,73.52057940293234,82.34542259146829,44.476806873112245
Time-based,65,62,3294,50.68,3.78,4.1,43.41,118,29.0,20.78,14.54,2.261457374737573,98.16251616985771,29.901487618104348,51.47667678719293,16.672453301854038,81.24006359300478,81.642434893753,41.97082569961209
Automatic discounts,52,50,7187,138.21,4.24,1.78,54.72,100,19.99,24.06,12.55,6.970072763434152,99.09731594361969,12.620552463928686,35.86806513938724,10.415943337268246,75.44603426956368,84.82185652660169,37.248684426705445
Automated alerts,81,63,12253,151.27,3.61,3.38,19.57,156,59.0,19.29,15.91,8.362374297615439,97.55752549377566,30.484420159085893,84.37758763455699,37.504339976390526,83.87210740151917,79.45358683495766,49.92867717671429
Recurring payments,58,56,13524,233.17,4.07,2.53,57.12,109,50.0,21.58,28.87,12.403411120476129,98.64758390126167,18.611873525881528,32.555892906431126,31.254773974029582,79.82688570923865,58.74740373861639,41.42526412468798
Currency and translation,98,91,44806,457.2,3.62,2.37,24.71,130,11.95,23.7,21.58,27.733340209170112,95.84746854227683,26.578338467392427,77.28401876897598,4.832997708492465,76.08196431725844,70.39463173030836,47.19567778977619
Branded tracking pages,71,69,24558,345.89,4.0,3.01,20.41,94,49.99,34.72,19.33,19.392990592406868,97.6731644761526,21.708676419980023,83.21832735302236,31.24783001180474,56.61543896838015,73.98945518453428,48.263867772046915
Manual position,66,56,20919,316.95,3.94,1.27,15.11,77,7.0,31.25,47.62,17.47450249022232,98.36489838889418,16.447594826211397,90.53270770080044,1.3957364071939447,62.745098039215684,28.790541620067117,41.17053747969998
Home pages,81,79,31565,389.69,3.66,1.37,42.06,117,19.0,30.46,31.53,22.527171259543604,96.92361107222257,22.13870632902184,53.33977366823074,9.728491077008542,64.14061119943473,54.49752356606487,42.16941406178412
Live chat,148,143,18494,124.96,3.39,2.7,23.21,267,49.99,23.81,31.01,8.086773523616937,92.02046221993247,32.165090076857,79.35412641457356,31.24783001180474,75.88765235824059,55.3283272088193,46.042189961843185
UTM attribution,73,65,13746,188.3,4.15,3.83,52.02,144,49.99,23.81,14.53,10.330701688834363,97.760971703449,21.873889602341237,39.594258901462865,31.24783001180474,75.88765235824059,81.65841188688289,43.03355128753981
Low stock alerts,115,101,15742,136.89,3.86,3.39,23.1,229,51.0,16.55,16.53,8.223724426439984,94.85056531502522,25.76836020670534,79.50593430858405,31.94917019651413,88.71224165341812,78.46301326090429,47.28144791700775
Colors,143,117,32796,229.34,3.85,1.02,17.48,184,9.99,28.63,30.38,15.18732197097503,93.22725160018592,17.238827476029396,87.26193762075627,3.4719811124227484,67.37325560854973,56.334877776002564,41.322443906153474
Cart customization,295,252,26950,91.36,3.57,2.24,32.69,390,9.99,23.06,6.39,7.809508256767197,82.50757393334939,27.050615947198935,66.27104609439691,3.4719811124227484,77.21250662427133,94.66368429461575,39.60572636254892
Star ratings,155,143,96861,624.91,3.88,1.35,30.02,246,15.95,28.61,10.21,43.61336836346798,91.77311239661091,17.882613306026297,69.95583770356058,7.610582598430664,67.40858505564388,88.56047291899664,48.77011129024713
Loyalty analysis,64,63,4649,72.64,4.12,0.92,35.66,139,75.0,17.44,23.77,3.5009576648097207,98.15823220755658,11.737830041660024,62.172232956113724,48.61467953614333,87.14008125772831,66.8956702348618,44.06566466670813
Pricing optimization,93,91,7424,79.83,3.44,3.52,15.11,168,24.99,18.4,40.93,4.265314418537324,96.02414698750651,34.23144394362887,90.53270770080044,13.887924449690994,85.44426779720898,39.479150023965495,44.50007711945383
Cart discounts,237,220,58021,244.81,3.81,1.7,23.5,413,24.99,23.19,15.52,19.792938013293202,85.82487274111989,20.50112333772596,78.95390560309136,13.887924449690994,76.98286521815933,80.0766895670235,44.044990686114396
Price sync,50,45,7065,141.3,3.45,5.68,25.76,77,29.99,28.83,28.22,7.096400474982591,99.3660855784469,41.98834974273747,75.83494341705769,17.35990556211374,67.01996113760819,59.78590829205944,46.57276083048873
Engagement metrics,54,53,27787,514.57,3.95,5.85,18.22,83,49.95,29.66,35.39,27.80985271341096,98.90778561148662,33.10810621766732,86.24068451559481,31.22005416290536,65.55378908320085,48.33040421792618,52.35692778523516
Radio buttons,64,62,26739,417.8,4.25,2.77,24.89,117,19.9,25.95,14.72,23.104896121038188,98.19785185890365,16.072822501447888,77.03560585150427,10.353447677244636,72.10740151916622,81.35484901741492,45.56004916589603
One-click add-ons,140,125,33125,236.61,4.3,1.77,47.81,255,29.99,24.56,15.89,15.579276700677777,93.01630145654718,11.443076294636244,45.40436102677339,17.35990556211374,74.56279809220986,79.48554082121746,39.63353360807189
Multi-channel,163,145,25413,155.91,4.01,2.44,27.2,325,49.99,20.48,10.84,10.604055400155428,91.41118758154929,19.42143210871336,73.84764007728401,31.24783001180474,81.77000529941706,87.55392235181338,45.35567268015202
Product add-ons,182,164,37243,204.63,4.29,1.96,44.96,343,29.99,24.28,14.13,14.710957951054006,89.9870361140822,12.332233777352501,49.337565553408766,17.35990556211374,75.057410351528,82.2974916120786,39.54708095388872
Video player,50,48,4472,89.44,4.02,2.17,44.68,87,49.99,26.05,28.04,4.2625737909405625,99.2472266244057,18.23794055682859,49.723985647253656,31.24783001180474,71.93075428369545,60.07349416839751,40.82246237308273
Cross-sell,68,67,5220,76.76,3.82,2.89,29.9,162,69.0,19.0,17.64,3.782221624768309,97.85841084598457,24.68922854816643,70.12144631520839,44.44830220123603,84.38438438438439,76.68956702348618,47.18817081712206
Product details,128,100,16501,128.91,3.79,3.68,20.36,245,49.0,17.76,12.01,7.965750183909859,94.43082100877513,28.166119686528624,83.28733094120895,30.560377751545033,86.57481010422187,85.68461415561592,48.036586654882754
Custom reports,224,212,15131,67.55,3.62,1.74,31.04,446,55.0,17.9,11.08,4.873934665327661,86.60119390949359,24.26045767269044,68.54816450455424,34.72675508645233,86.3275039745628,87.17047451669596,44.12954262075494
Free gift,115,107,26003,226.11,4.38,2.53,50.63,220,34.99,24.05,20.24,13.990996569036195,94.61284740694282,12.718337404208533,41.51255865304995,20.83188667453649,75.46369899311075,72.53554880971402,39.639987361116034
SMS campaigns,64,63,51403,803.17,3.52,2.38,9.53,109,49.99,28.48,18.32,44.992719078587136,98.15823220755658,28.516270910449144,98.2335081424234,31.24783001180474,67.63822646175586,75.60313149065345,58.25567360688145
Customs documents,93,83,9250,99.46,4.03,3.83,16.26,140,27.49,30.2,10.06,5.467843443710876,96.34110419828306,24.155258423634017,88.94562517250897,15.62391500590237,64.59989401165872,88.80012781594505,44.374384244827574
Email marketing,253,230,80505,318.2,2.86,2.23,17.73,371,29.0,30.37,12.37,26.69663539414386,84.8633052029142,40.51192304786846,86.91691967982335,16.672453301854038,64.29959371135843,85.10944240293976,50.41221626766785
Abandoned cart,295,273,86875,294.49,3.53,2.58,13.46,453,45.0,26.31,11.46,26.562954675728662,81.67556125506096,29.061992014929345,92.80982611095777,27.78279286160683,71.47147147147147,86.56334877776003,50.13839187572861
Video reviews,75,72,72603,968.04,4.27,1.3,34.21,133,24.99,30.37,13.62,55.99435670868012,97.41296276592766,10.284205843594462,64.1733370135247,13.887924449690994,64.29959371135843,83.11231826170315,51.40914086653365
Wholesale,103,96,20461,198.65,4.02,2.96,55.14,162,19.9,23.96,17.62,11.849348100105596,95.4726918403118,21.14448948986759,35.28843499861992,10.353447677244636,75.62268150503445,76.72152100974597,38.984844068249984
Pre-orders,85,81,17717,208.44,4.13,2.29,41.3,149,24.95,22.28,20.35,11.887046591272005,96.70302901334469,16.588186907729632,54.38862820866685,13.860148600791614,78.5903550609433,72.3598018852852,40.69539779032972
Warranties and insurance,62,62,1823,29.4,3.34,6.86,19.25,42,19.99,46.84,21.01,1.036047091438104,98.26852323699552,48.42103201582465,84.81921059895114,10.415943337268246,35.20579402932343,71.30532033871225,44.966791102310694
Returns,70,69,6820,97.43,3.95,3.37,32.27,107,29.0,28.0,21.73,4.998827924810289,97.70850016519856,23.983750073443627,66.85067623516423,16.672453301854038,68.48613319201554,70.15497683335997,41.70614814899431
Mature products,69,60,35401,513.06,3.21,2.77,80.71,74,39.99,36.44,27.79,28.9098712245426,98.1004127163681,35.84468561931861,0.0,24.30386778695924,53.57710651828299,60.472918996644836,43.36456891706327
Home and garden,153,148,74643,487.86,3.46,3.21,55.47,117,39.99,49.79,13.18,33.761452491642146,91.64568551796745,32.710671288718785,34.833011316588454,24.30386778695924,29.99470058293589,83.81530595941844,46.13101611106824
Broken links,56,54,39948,713.36,4.37,1.7,28.97,102,24.49,25.18,22.61,39.01412433883774,98.79749458204768,9.854735505026344,71.40491305547889,13.540726338448719,73.46758523229111,68.7490014379294,47.766406691950465
Consent pop-ups,58,52,30602,527.62,4.25,0.94,13.67,96,29.95,25.53,32.55,28.855514412968596,98.80606250664994,9.339930669218308,92.5200110405741,17.33212971321436,72.84931990814343,52.86787026681579,46.98075730820332
Flat discounts,259,231,68804,265.65,3.96,1.71,29.36,453,19.99,21.55,13.08,22.429735275854668,84.61167141729152,17.68620406975606,70.86668506762351,10.415943337268246,79.87987987987988,83.97507589071736,42.908816712255636
Bulk updates,53,51,6594,124.42,3.61,6.54,25.05,94,29.99,28.79,30.24,6.231375233298159,99.0223606032267,42.110615891241885,76.81479436930721,17.35990556211374,67.0906200317965,56.55855567982107,46.25236316404692
AI generation,266,252,100047,376.12,3.59,2.27,22.65,454,30.0,29.2,9.95,32.421510405341664,83.53230891568154,26.780763086254993,80.12696660226332,17.366849524338587,66.36636636636638,88.97587474037387,48.55282814593686
Product page upsell,215,198,60786,282.73,4.25,1.49,44.2,403,29.5,24.95,16.37,21.998669599248384,87.47389022976597,11.363477394751788,50.38642009384487,17.019651413096312,73.87387387387388,78.71864515098258,40.4883565973074
Images,212,195,25703,121.24,3.7,3.19,34.18,371,17.99,26.27,10.12,9.020739554382383,87.698756250945,28.074350128841097,64.21473916643666,9.027150892299145,71.54213036565977,88.70426585716568,41.19767252618263
Bulk pricing,94,92,40085,426.44,4.26,1.98,27.46,161,25.0,21.46,22.46,25.562999371529116,95.94919164711351,12.976159499967828,73.48882141871377,13.894868411915839,80.03886239180356,68.98865633487777,45.06030841229137
Lazy loading,65,64,62027,954.26,4.46,1.34,38.15,124,27.48,27.68,16.05,53.720891940898,98.08327686716356,6.819205577798487,58.73585426442175,15.616971043677525,69.051404345522,79.22990893113916,50.040916221043766
FAQ,61,59,5890,96.56,3.04,1.61,17.62,79,7.99,28.95,36.81,4.814957329299897,98.42271788008264,34.808780779873366,87.06872757383384,2.0831886674536495,66.80798445504328,46.06167119348138,42.51287290424384
Accounts and login,122,101,6232,51.08,2.93,4.08,30.47,200,10.0,16.12,13.7,2.7320598483837695,94.60321549170368,45.987599918302706,69.33480540988131,3.4789250746475937,89.47182476594242,82.984502316664,44.87931370041281
Custom requests,79,77,73181,926.34,4.5,1.08,34.97,157,24.99,26.58,13.52,54.12524063493278,97.07352175300858,5.10216357923658,63.1244824730886,13.887924449690994,70.99452393570041,83.27208819300208,50.07541474637986
Volume discounts,277,250,74369,268.48,4.14,2.05,36.86,490,29.0,23.45,12.11,23.418430747353238,83.22285563887039,15.51507063178305,60.51614683963566,16.672453301854038,76.52358240593534,85.52484422431698,42.257096951723284
Behavior tracking,106,100,36889,348.01,3.97,0.88,14.19,196,34.5,25.09,26.54,21.388858422612124,95.20820616778573,14.442374033691737,91.80237372343362,20.49163252551906,73.62656774421481,62.470043137881454,46.336143441224564
Audience segments,64,61,22987,359.17,3.96,6.97,17.43,106,99.0,23.74,35.9,19.774950328132043,98.23747151025071,37.03866911758534,87.33094120894286,65.28018887577252,76.01130542307013,47.51557756830165,56.70043230942898
Dashboards,137,131,59112,431.47,4.07,3.81,22.57,254,49.99,24.11,16.64,28.725249998358734,92.88459061560258,23.32121863257763,80.23737234336186,31.24783001180474,75.3577106518283,78.28726633647548,50.81563493474781
Real-time updates,188,174,56646,301.31,3.91,2.47,40.94,313,27.0,27.92,17.34,22.23441438465234,89.3788254663359,21.432948069062185,54.88545404361027,15.283660856884937,68.62745098039215,77.16887681738297,42.79186922602523
Business and office,94,90,59350,631.38,3.64,2.59,57.17,93,39.99,41.25,16.58,38.14853079439631,96.02843094980764,27.00752902072369,32.486889318244536,24.30386778695924,45.0803744921392,78.38312829525483,47.21176893194338
Checkout emails,84,75,51367,611.51,3.36,2.47,12.11,141,29.9,30.95,19.39,35.9878777415523,96.97608261047303,31.889221833320743,94.67292299199559,17.29740990209013,63.27503974562798,73.89359322575491,53.69036575722905
